City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
128,adrar,20.5022,-10.0711,18.3,30,2,10.31,MR,1708332047
129,zuyevka,58.405,51.1335,-4.95,89,100,2.65,RU,1708332047
130,vila franca do campo,37.7167,-25.4333,15.23,93,13,2.21,PT,1708332048
131,yerofey pavlovich,53.9667,121.9667,-25.98,85,86,1.67,RU,1708332048
132,port mathurin,-19.6833,63.4167,26.55,75,89,7.53,MU,1708332048
133,atafu village,-8.5421,-172.5159,28.89,77,100,3.39,TK,1708331928
134,kununurra,-15.7667,128.7333,27.99,89,40,2.57,AU,1708332048
135,tolanaro,-25.0319,46.9987,27.04,78,40,8.23,MG,1708332049
136,minas de marcona,-15.2119,-75.1103,19.35,84,100,2.48,PE,1708332049
137,klyuchi,52.2667,79.1667,-20.64,82,73,3.31,RU,1708332049
138,plastun,44.7561,136.2939,-0.82,83,100,3.76,RU,1708332049
139,newtown,-33.8984,151.1775,20.64,87,75,3.6,AU,1708332050
140,ust-nera,64.5667,143.2,-33.0,97,100,0.54,RU,1708332050
141,bilibino,68.0546,166.4372,-29.89,78,8,2.75,RU,1708332050
142,ha'il,27.5219,41.6907,16.01,41,0,3.09,SA,1708332050
143,salalah,17.0151,54.0924,28.05,57,0,4.12,OM,1708332050
144,burgersdorp,-30.9977,26.3286,27.45,36,0,4.38,ZA,1708332051
145,port moresby,-9.4431,147.1797,24.55,91,100,2.64,PG,1708332051
146,mareeba,-17.0,145.4333,26.4,91,100,0.84,AU,1708332051
147,kapa'a,22.0752,-159.319,22.18,55,100,9.26,US,1708332052
148,alto barinas,8.5931,-70.2261,26.16,55,42,1.77,VE,1708332052
149,sao vicente,-23.9631,-46.3919,25.15,90,9,1.41,BR,1708332052
150,shengli,37.4564,118.4856,0.96,33,78,6.66,CN,1708332052
151,tuba city,36.135,-111.2399,6.53,62,2,1.4,US,1708332053
152,rio gallegos,-51.6226,-69.2181,11.03,82,20,1.03,AR,1708332053
153,fuxin,42.0156,121.6589,-7.56,21,2,6.89,CN,1708332053
154,aasiaat,68.7098,-52.8699,-16.4,100,100,1.68,GL,1708332053
155,tura,25.5198,90.2201,27.44,20,15,2.71,IN,1708332054
156,hilo,19.7297,-155.09,20.85,77,100,3.09,US,1708331909
157,shenyang,41.7922,123.4328,-6.99,49,0,6.0,CN,1708332054
158,longyearbyen,78.2186,15.6401,-14.09,72,75,6.17,SJ,1708332054
159,tazovsky,67.4667,78.7,-16.57,92,100,10.18,RU,1708332054
160,kavieng,-2.5744,150.7967,27.61,84,100,4.68,PG,1708332055
161,kimbe,-5.5502,150.1429,26.67,88,100,0.86,PG,1708332055
162,korets,50.6165,27.1605,0.59,54,100,4.82,UA,1708332055
163,muynoq,43.7683,59.0214,-1.28,50,100,7.32,UZ,1708332055
164,soio,-6.1349,12.3689,28.67,77,93,2.12,AO,1708332056
165,tiko,4.0745,9.3699,28.91,62,42,1.32,CM,1708332056
166,hermanus,-34.4187,19.2345,27.67,49,6,3.47,ZA,1708332056
167,lerwick,60.1545,-1.1494,9.0,87,100,8.08,GB,1708332056
168,pisco,-13.7,-76.2167,23.03,83,0,1.54,PE,1708332056
169,chonchi,-42.6128,-73.8092,15.56,87,0,1.95,CL,1708332057
170,saldanha,-33.0117,17.9442,28.03,46,5,2.2,ZA,1708332057
171,dauphin,51.1494,-100.0502,-17.92,85,0,1.54,CA,1708332057
172,as sulayyil,20.4607,45.5779,21.14,24,55,6.25,SA,1708332057
173,bokoro,12.3807,17.0568,31.64,12,99,4.28,TD,1708332058
174,bardai,11.65,7.2333,28.26,9,2,5.56,NG,1708332058
175,al jawf,29.5,38.75,15.19,39,0,0.74,SA,1708332058
176,sitka,57.0531,-135.33,6.94,81,100,0.0,US,1708332058
177,whakatane,-37.9585,176.9854,21.4,78,58,4.63,NZ,1708332058
178,kitimat,54.0524,-128.6534,2.21,94,47,1.18,CA,1708332059
179,zapolyarnyy,69.4154,30.8136,-4.4,92,100,8.56,RU,1708332059
180,lukolela,-1.0605,17.1821,25.96,74,100,1.76,CD,1708332059
181,lompoc,34.6391,-120.4579,14.94,93,100,4.02,US,1708332059
182,bubaque,11.2833,-15.8333,25.78,74,0,1.16,GW,1708332059
183,anadyr,64.75,177.4833,-12.72,71,40,8.0,RU,1708332060
184,port blair,11.6667,92.75,32.02,40,40,5.66,IN,1708331955
185,punta arenas,-53.15,-70.9167,10.06,81,20,2.06,CL,1708331920
186,ribeira grande,38.5167,-28.7,17.22,88,20,3.6,PT,1708332060
187,olyokminsk,60.3736,120.4264,-24.06,90,100,4.87,RU,1708332061
188,fale old settlement,-9.3852,-171.2468,28.77,78,77,5.57,TK,1708332061
189,san patricio,28.017,-97.5169,11.02,65,0,2.76,US,1708332062
190,rikaze,29.25,88.8833,10.67,10,90,7.48,CN,1708332062
191,la'ie,21.6477,-157.9253,22.98,56,26,4.02,US,1708332062
192,ellensburg,46.9965,-120.5479,3.07,85,100,1.79,US,1708332062
193,enewetak,11.3474,162.3373,26.25,72,65,7.75,MH,1708332062
194,washington,47.5001,-120.5015,2.41,78,99,0.75,US,1708331857
195,hithadhoo,-0.6,73.0833,28.74,79,98,6.24,MV,1708332063
196,metlili chaamba,32.2667,3.6333,11.52,62,0,4.63,DZ,1708332063
197,ghadamis,30.1337,9.5007,16.71,39,41,7.38,LY,1708332064
198,geraldton,-28.7667,114.6,36.23,28,89,8.23,AU,1708331936
199,cole harbour,44.6724,-63.4751,-3.29,92,90,5.36,CA,1708331819
200,satuek,15.297,103.2919,37.31,22,20,2.57,TH,1708332064
201,qaqortoq,60.7167,-46.0333,0.12,71,100,1.14,GL,1708332064
202,brumunddal,60.881,10.9395,-5.01,93,100,0.57,NO,1708332065
203,poronaysk,49.2167,143.1167,-6.57,97,100,1.52,RU,1708332065
204,xunchang,28.4543,104.715,22.82,37,0,3.2,CN,1708332065
205,biltine,14.5333,20.9167,30.16,10,95,6.62,TD,1708332065
206,ust-tsilma,65.441,52.1498,-6.33,92,98,4.02,RU,1708332066
207,kulhudhuffushi,6.6221,73.07,28.12,75,17,7.35,MV,1708332066
208,talnakh,69.4865,88.3972,-19.89,97,100,8.16,RU,1708332066
209,gucheng chengguanzhen,32.266,111.6348,6.7,68,100,5.11,CN,1708332066
210,kalmunai,7.4167,81.8167,28.15,74,69,5.05,LK,1708332066
211,chongjin,41.7956,129.7758,1.46,71,100,3.0,KP,1708332067
212,badger,64.8,-147.5333,-7.86,75,100,2.06,US,1708332067
213,yamada,39.4667,141.95,12.02,88,100,5.31,JP,1708332067
214,haiku-pauwela,20.9219,-156.3051,21.13,71,20,4.12,US,1708332068
215,necochea,-38.5473,-58.7368,17.86,95,39,0.57,AR,1708332068
216,carnarvon,-24.8667,113.6333,28.84,65,50,8.17,AU,1708332068
217,ingeniero jacobacci,-41.3427,-69.5448,18.72,40,0,1.3,AR,1708332069
218,smyshlyayevka,53.2391,50.3907,-7.42,94,100,6.75,RU,1708332069
219,happy valley-goose bay,53.3168,-60.3315,-18.83,71,40,5.66,CA,1708332069
220,papao,-17.75,-149.55,26.82,75,100,3.11,PF,1708332069
221,malabar,-33.9667,151.25,20.63,83,75,3.6,AU,1708332069
222,klotze,52.6167,11.1667,8.9,86,100,7.24,DE,1708332070
223,carolina beach,34.0352,-77.8936,3.03,80,99,3.94,US,1708332070
224,ondjiva,-17.0667,15.7333,31.36,14,95,2.37,AO,1708332070
225,kashgar,39.4547,75.9797,-4.44,80,100,1.0,CN,1708332071
226,chibuto,-24.6867,33.5306,32.87,39,19,6.03,MZ,1708332071
227,yuzhno-kurilsk,44.0306,145.8556,4.1,69,76,6.94,RU,1708332071
228,puyang chengguanzhen,35.7028,115.0053,5.93,39,100,5.32,CN,1708332072
229,argostolion,38.1811,20.489,14.86,61,75,0.0,GR,1708332072
230,alice springs,-23.7,133.8833,35.75,25,40,6.17,AU,1708332072
231,puerto ayora,-0.7393,-90.3518,23.08,100,100,1.79,EC,1708332072
232,dryden,49.7833,-92.7503,-18.84,84,0,2.06,CA,1708332073
233,borogontsy,62.6683,131.1683,-34.58,99,100,0.56,RU,1708332073
234,toliara,-23.35,43.6667,33.12,46,7,2.92,MG,1708332073
235,crane,31.3974,-102.3501,6.46,47,0,3.52,US,1708332073
236,malango,-2.9627,119.9001,24.85,92,75,0.44,ID,1708332074
237,jamestown,42.097,-79.2353,-2.77,75,99,5.36,US,1708331874
238,isla mujeres,21.2311,-86.731,18.03,86,19,5.74,MX,1708332074
239,lom,43.8139,23.2361,9.16,73,99,2.75,BG,1708332074
240,ebon,4.582,168.6964,27.99,79,58,6.77,MH,1708332075
241,kerikeri,-35.2268,173.9474,19.39,79,61,1.8,NZ,1708332075
242,saipan,15.1355,145.701,26.39,65,100,7.72,MP,1708332075
243,salinas,36.6777,-121.6555,14.24,91,100,4.12,US,1708332045
244,luocheng,29.3848,104.0286,22.24,36,6,2.3,CN,1708332078
245,n'zeto,-7.2312,12.8666,27.64,80,100,3.95,AO,1708332079
246,luanda,-8.8368,13.2343,30.0,79,75,2.57,AO,1708331882
247,at taj,24.2049,23.2857,17.66,32,5,6.12,LY,1708332079
248,vallenar,-28.5708,-70.7581,14.77,84,6,1.62,CL,1708332079
249,richards bay,-28.783,32.0377,27.32,61,84,4.43,ZA,1708332080
250,moyynkum,44.2914,72.9469,-9.52,48,98,10.86,KZ,1708332080
251,ketchikan,55.3422,-131.6461,6.99,87,100,0.0,US,1708332080
252,amga,60.8953,131.9608,-32.35,99,100,0.92,RU,1708332081
253,fort mcmurray,56.7268,-111.381,-13.23,72,0,2.57,CA,1708332081
254,aleksandrov gay,50.147,48.5704,-3.69,70,100,6.41,RU,1708332081
255,chios,38.3678,26.1358,10.92,76,20,6.69,GR,1708332081
256,gaspe,48.8334,-64.4819,-11.05,72,100,1.03,CA,1708332082
257,lensk,60.7253,114.9278,-24.1,92,100,6.83,RU,1708332082
258,kapadvanj,23.0167,73.0667,30.88,15,72,6.73,IN,1708332082
259,vlahita,46.35,25.5167,3.2,74,87,1.81,RO,1708332082
260,gadzhiyevo,69.2551,33.3362,-5.62,88,100,8.86,RU,1708332083
261,ca mau,9.1769,105.15,32.76,44,72,5.12,VN,1708332083
262,utrik,11.2278,169.8474,26.54,82,87,6.13,MH,1708332083
263,mount gambier,-37.8333,140.7667,17.97,71,100,4.79,AU,1708332084
264,raton,36.9034,-104.4391,0.34,51,0,4.12,US,1708332084
265,nago,26.5881,127.9761,24.24,77,93,3.81,JP,1708332084
266,prado,-17.3411,-39.2208,24.0,94,100,4.52,BR,1708332085
267,mahriz,31.5917,54.4318,10.28,36,2,1.57,IR,1708332085
268,mil'kovo,55.6078,37.7956,-4.21,90,80,2.58,RU,1708332085
269,patacamaya,-17.2333,-67.9167,8.27,85,100,2.09,BO,1708332086
270,lihue,21.9789,-159.3672,21.77,55,100,9.26,US,1708332086
271,island harbour,50.724,-1.2758,10.04,93,100,2.68,GB,1708332086
272,tiksi,71.6872,128.8694,-38.16,98,41,3.18,RU,1708332086
273,ostersund,63.1792,14.6357,-7.99,92,100,0.0,SE,1708332087
274,tindouf,27.6711,-8.1474,14.25,44,0,5.14,DZ,1708332087
275,novodvinsk,64.4165,40.8122,-7.9,91,80,3.04,RU,1708332087
276,hotan,37.0997,79.9269,-0.25,45,98,2.29,CN,1708332087
277,saint-joseph,-21.3667,55.6167,29.21,73,90,6.68,RE,1708332088
278,weno,7.4515,151.8468,27.38,71,22,9.4,FM,1708332088
279,malakal,9.5334,31.6605,33.66,9,100,5.19,SS,1708332088
280,constantia,44.1833,28.65,4.38,73,61,3.76,RO,1708332068
281,elko,41.0002,-115.5012,0.01,91,4,1.34,US,1708332089
282,wynyard,-41.0,145.7167,17.64,89,76,3.48,AU,1708332089
283,corona de tucson,31.9654,-110.7756,13.25,54,27,1.34,US,1708332089
284,mhangura,-16.8939,30.1683,29.34,35,4,2.27,ZW,1708332089
285,dudinka,69.4058,86.1778,-19.66,95,100,12.96,RU,1708332090
286,ancud,-41.8697,-73.8203,12.7,77,0,0.37,CL,1708332090
287,clarksville,36.5298,-87.3595,-0.26,74,0,0.0,US,1708331824
288,sakhnovshchyna,49.1517,35.872,0.19,55,85,4.22,UA,1708332090
289,nar'yan-mar,67.6713,53.087,-9.94,95,99,4.47,RU,1708332091
290,caleta de carquin,-11.0925,-77.6267,23.99,82,96,2.31,PE,1708332091
291,coahuayana de hidalgo,18.7,-103.6583,19.84,83,0,1.62,MX,1708332092
292,kone,-21.0595,164.8658,25.31,78,45,2.14,NC,1708332092
293,hadibu,12.65,54.0333,27.1,48,2,4.57,YE,1708332092
294,illizi,26.4833,8.4667,15.89,15,7,6.46,DZ,1708332092
295,tofol,5.3248,163.0078,28.3,80,98,6.93,FM,1708332092
296,ekpoma,6.7421,6.139,32.28,51,6,0.44,NG,1708332093
297,codrington,-38.2667,141.9667,16.99,78,46,5.64,AU,1708332093
298,lazaro cardenas,17.9583,-102.2,21.25,83,0,1.86,MX,1708332093
299,flying fish cove,-10.4217,105.6791,29.82,70,19,3.09,CX,1708332093
300,novovelichkovskaya,45.2778,38.8436,2.28,78,100,2.45,RU,1708332094
301,kinwat,19.6333,78.2,35.13,16,2,4.21,IN,1708332094
302,mbandaka,0.0487,18.2603,30.31,56,85,1.65,CD,1708332094
303,saint-philippe,-21.3585,55.7679,29.77,78,97,6.13,RE,1708332094
304,sompeta,18.9333,84.6,27.9,58,43,6.58,IN,1708332095
305,nagqu,31.5,92.0,2.99,12,100,11.27,CN,1708332095
306,calatayud,41.3535,-1.6432,15.38,71,62,3.38,ES,1708332095
307,kakonko,-3.2828,30.9642,24.71,78,89,1.21,TZ,1708332095
308,kantunilkin,21.0917,-87.45,16.64,98,10,1.12,MX,1708332095
309,parras de la fuente,25.4167,-102.1833,11.14,48,0,1.32,MX,1708332096
310,puerto deseado,-47.7503,-65.8938,15.02,70,75,6.26,AR,1708332090
311,arraial do cabo,-22.9661,-42.0278,24.28,88,100,1.66,BR,1708332096
312,machico,32.7,-16.7667,20.0,68,40,6.69,PT,1708332096
313,bobrov,51.0961,40.0333,-4.28,82,91,4.14,RU,1708332097
314,manta,-0.95,-80.7333,26.67,83,100,6.71,EC,1708332097
315,aitape,-3.1374,142.3475,27.03,90,55,4.22,PG,1708332097
316,hulan ergi,47.2042,123.6333,-11.96,42,100,5.72,CN,1708332097
317,muisne,0.6,-80.0333,24.73,97,100,1.96,EC,1708332097
318,cold lake,54.4502,-110.2017,-15.03,92,0,0.0,CA,1708332098
319,nantucket,41.2835,-70.0995,1.06,75,0,3.09,US,1708331923
320,sinabang,2.4803,96.3801,29.1,72,99,1.51,ID,1708332098
321,port hedland,-20.3167,118.5667,39.03,35,7,6.69,AU,1708332098
322,mount pearl,47.5166,-52.7813,-5.08,86,40,11.83,CA,1708332099
323,bakanas,44.8081,76.2772,-12.93,48,7,7.69,KZ,1708332099
324,nikel,69.4128,30.222,-3.9,90,99,7.73,RU,1708332099
325,hirara,24.8,125.2833,24.15,83,75,7.72,JP,1708332099
326,saint-francois,46.4154,3.9054,9.69,94,100,3.09,FR,1708332099
327,rio grande,-32.035,-52.0986,23.3,77,100,4.15,BR,1708332100
328,pitea,65.3172,21.4794,-18.95,94,17,0.3,SE,1708332100
